Date,Open,High,Low,Close,Volume,Ticker
2022-07-01,133.8919012274295,136.84453077392945,133.51791169701116,136.73626708984375,71051600.0,AAPL
2022-07-01,107.289532859372,108.59868261523184,106.09420242860368,108.08924102783205,35476000.0,GOOGL
2022-07-01,227.0,230.22999572753903,222.1199951171875,227.26333618164065,74460300.0,TSLA
2022-07-06,139.11809758016227,141.84434862551257,138.85235665974255,140.66329956054688,74064300.0,AAPL
2022-07-06,112.62654395425989,114.90040534240627,110.81142577972524,113.88896942138672,37432000.0,GOOGL
2022-07-06,230.77999877929688,234.56333923339844,227.18666076660156,231.73333740234375,71853600.0,TSLA
2022-07-07,141.0274435938611,144.23597778940012,141.0176069003368,144.0391387939453,66253700.0,AAPL
2022-07-07,114.39394751201291,118.4789456409862,114.1489189130433,118.07486724853516,40936000.0,GOOGL
2022-07-07,233.9199981689453,245.3633270263672,232.2100067138672,244.5433349609375,81930600.0,TSLA
2022-07-08,142.9663536838273,145.2202032222622,142.71046446431882,144.71824645996094,64547800.0,AAPL
2022-07-08,116.55100004781416,118.9714810761134,116.20457457816984,118.64196014404295,38238000.0,GOOGL
2022-07-08,242.3333282470703,254.97999572753903,241.16000366210935,250.76333618164065,101854200.0,TSLA
2022-07-11,143.3698906543045,144.3245757006066,141.50973407273898,142.58251953125,63141600.0,AAPL
2022-07-11,117.29454795960358,117.29454795960358,114.64294710603728,114.98688507080078,31196000.0,GOOGL
2022-07-11,252.10333251953125,253.06333923339844,233.6266632080078,234.3433380126953,99241200.0,TSLA
2022-07-12,143.45845774918337,146.10598530220875,142.75967699315206,143.556884765625,77588800.0,AAPL
2022-07-12,115.52217279522108,116.27665063504178,113.01223182023313,113.34075927734376,29960000.0,GOOGL
2022-07-12,236.84666442871097,239.77333068847656,228.3699951171875,233.07000732421875,87930900.0,TSLA
2022-07-13,140.73217850583993,144.1375363377061,139.87590568375293,143.1927032470703,71185600.0,AAPL
2022-07-13,111.0350911840186,113.5152199778722,110.53857247097342,110.68966674804688,43722000.0,GOOGL
2022-07-13,225.5,242.05999755859375,225.03334045410156,237.0399932861328,97954500.0,TSLA
2022-07-14,141.80497494021958,146.59807271073137,140.98807885917248,146.1256561279297,78140700.0,AAPL
2022-07-14,109.55347958626427,110.43071823411984,107.7269323778648,109.70954132080078,37004000.0,GOOGL
2022-07-14,234.89666748046875,238.65333557128903,229.3333282470703,238.31333923339844,78557400.0,TSLA
2022-07-15,147.4149715696043,148.47792016432717,145.85991797831633,147.79881286621094,76259900.0,AAPL
2022-07-15,111.3327998507983,112.46600300494651,110.23885860406013,111.11112213134766,46770000.0,GOOGL
2022-07-15,240.0,243.6233367919922,236.88999938964844,240.0666656494141,69683100.0,TSLA
2022-07-18,148.3598211223461,149.17671722622794,144.38360430388153,144.74777221679688,81420900.0,AAPL
2022-07-18,111.96849197381802,113.00229288640652,107.72395106962702,108.38001251220705,43164600.0,GOOGL
2022-07-18,244.93666076660156,250.51666259765625,239.60333251953125,240.54666137695312,82537500.0,TSLA
2022-07-19,145.58435379595355,148.8420867705286,144.59030701772662,148.61572265625,82982400.0,AAPL
2022-07-19,110.18914768873115,113.34024738398708,108.90683732917958,113.13150024414062,36530900.0,GOOGL
2022-07-19,245.0,247.13999938964844,236.97666931152344,245.52999877929688,80890200.0,TSLA
2022-07-20,148.7338381470016,151.2927906316257,147.99568050926646,150.62351989746094,64823400.0,AAPL
2022-07-20,112.49533397871468,114.71204314608072,111.8094525783725,113.22098541259766,35600400.0,GOOGL
2022-07-20,246.78334045410156,250.663330078125,243.48333740234375,247.5,88864200.0,TSLA
2022-07-21,152.06044916137068,153.11356109876007,149.54087389527504,152.89703369140625,65086600.0,AAPL
2022-07-21,113.59871583117852,113.8671104667064,110.44761568219415,113.65835571289062,32676200.0,GOOGL
2022-07-21,255.1066741943359,273.26666259765625,254.86666870117188,271.7066650390625,142032300.0,TSLA
2022-07-22,152.93639744167697,153.8123437761435,150.98766576840873,151.65692138671875,66675400.0,AAPL
2022-07-22,110.33826974243688,111.67027764679771,105.86509664477052,107.25675201416016,48901200.0,GOOGL
2022-07-22,276.2200012207031,280.78668212890625,270.71331787109375,272.24334716796875,103472700.0,TSLA
2022-07-25,151.5781876406526,152.59192281243702,149.8755084226827,150.53492736816406,53623900.0,AAPL
2022-07-25,107.7637003561319,109.21499542618574,105.66627884663836,106.86906433105467,34690900.0,GOOGL
2022-07-25,272.2166748046875,274.14666748046875,267.3999938964844,268.4333190917969,64073400.0,TSLA
2022-07-26,149.85582028627226,150.67271644888328,148.4188819899041,149.2062530517578,55138700.0,AAPL
2022-07-26,105.9644880747459,106.56090957630254,103.44957222750966,104.39390563964844,47991000.0,GOOGL
2022-07-26,266.5133361816406,267.30999755859375,256.2633361816406,258.8599853515625,66820800.0,TSLA
2022-07-27,150.17075457850913,154.84575179759253,149.75738820549032,154.31427001953125,78620700.0,AAPL
2022-07-27,108.60863734179594,113.23091740301436,107.36608934597976,112.38597869873048,59858500.0,GOOGL
2022-07-27,263.80999755859375,275.9266662597656,261.7900085449219,274.82000732421875,88110000.0,TSLA
2022-07-28,154.50128008945563,155.1508622874104,151.97186822338708,154.86544799804688,81378700.0,AAPL
2022-07-28,111.7001080655476,113.65835752411408,110.7955293976366,113.53907775878906,32816600.0,GOOGL
2022-07-28,280.0666809082031,283.29998779296875,272.79998779296875,280.8999938964844,84723000.0,TSLA
2022-07-29,158.6940186370959,161.0462798301135,156.981487908036,159.94395446777344,101786900.0,AAPL
2022-07-29,112.4058738251079,116.01423079933932,112.38598880839588,115.62655639648438,37223400.0,GOOGL
2022-07-29,280.70001220703125,298.32000732421875,279.1000061035156,297.1499938964844,95313000.0,TSLA
2022-08-01,158.4676575395611,161.00692131549803,158.34955713719083,158.9597625732422,67829400.0,AAPL
2022-08-01,114.61263415838545,116.0241669106426,113.65835059052932,114.17525482177734,26034300.0,GOOGL
2022-08-01,301.27667236328125,311.8766784667969,295.0,297.27667236328125,117042900.0,TSLA
2022-08-02,157.57203453166576,159.84555733737668,157.10945460814798,157.4834442138672,59907000.0,AAPL
2022-08-02,113.3203734129146,115.6563620498197,113.0420438846244,114.44363403320312,20236000.0,GOOGL
2022-08-02,294.0033264160156,307.8333435058594,292.6666564941406,300.586669921875,95577600.0,TSLA
2022-08-03,158.30034109572696,163.95954889245084,158.21176579536746,163.50682067871094,82507500.0,AAPL
2022-08-03,115.02018665944516,117.91284215200236,114.79156206587736,117.37606048583984,28499000.0,GOOGL
2022-08-03,305.0,309.54998779296875,301.1499938964844,307.39666748046875,80091000.0,TSLA
2022-08-04,163.3887030177202,164.55007867195602,161.8336493553877,163.19186401367188,55474100.0,AAPL
2022-08-04,116.77963100646647,118.07187633669884,116.19314442472393,117.4853973388672,21602900.0,GOOGL
2022-08-04,311.0,313.6066589355469,305.0,308.6333312988281,72256200.0,TSLA
2022-08-05,160.85602999034109,163.45795268825668,160.64905220175967,162.9651641845703,56697000.0,AAPL
2022-08-05,115.53708598105194,117.40587543333528,115.30845381329436,116.76969146728516,19159500.0,GOOGL
2022-08-05,302.6700134277344,304.6066589355469,285.5433349609375,288.1700134277344,113172900.0,TSLA
2022-08-08,163.97046163622954,165.38969510382904,161.83176107750737,162.49209594726562,60276900.0,AAPL
2022-08-08,117.68422163019422,119.433731576453,116.18322131785068,116.60072326660156,19138300.0,GOOGL
2022-08-08,295.0,305.20001220703125,289.086669921875,290.42333984375,98994000.0,TSLA
2022-08-09,161.654383591601,163.42842563656737,160.8954849037263,162.54139709472656,63135500.0,AAPL
2022-08-09,116.44166173785118,116.62058895961314,115.0201864716065,115.93470001220705,19086500.0,GOOGL
2022-08-09,290.2933349609375,292.39666748046875,279.35333251953125,283.3333435058594,86244600.0,TSLA
2022-08-10,165.26158960768942,166.8976514870886,164.49284053929043,166.79910278320312,70170500.0,AAPL
2022-08-10,118.07186811448268,120.19910947074108,117.7040787970174,118.98638153076172,30930400.0,GOOGL
2022-08-10,297.0666809082031,297.510009765625,283.3699951171875,294.3566589355469,94918800.0,TSLA
2022-08-11,167.6072543726192,168.52384897861626,165.76422984138568,166.05990600585938,57149200.0,AAPL
2022-08-11,120.55697153723172,120.76571868354137,117.85318597451683,118.13151550292967,24293700.0,GOOGL
2022-08-11,296.5133361816406,298.2366638183594,285.8333435058594,286.6300048828125,70155000.0,TSLA
